Node identifier 1,Bodysite 1,Clade 1,Node  identifier 2,Bodysite 2,Clade 2,Houston p-value Spearman,Houston p-value Pearson,Houston p-value Bray-Curtis,Houston p-value Kullback-Leibler,St.Louis p-value Spearman,St.Louis p-value Pearson,St.Louis p-value Bray-Curtis,St.Louis p-value Kullback-Leibler,Houston p-value GBLM,St.Louis p-value GBLM,Fisher-merge p-value,Houston GBLM beta,St.Louis GBLM beta,Houston Spearman interaction type,Houston Pearson interaction type,Houston Bray-Curtis interaction type,Houston Kullback-Leibler interaction type,St.Louis Spearman interaction type,St.Louis Pearson interaction type,St.Louis Bray-Curtis interaction type,St.Louis Kullback-Leibler interaction type,Simes-merge p-value,Fisher-merge FDR-corrected p-value,Simes-merge FDR-corrected p-value,Number of dataset- or method-specific networks supporting relationship,Direction,Relationship between the same clade in different bodysites,Relationship within the same bodysite,GBLM supports relationship,"Ensemble (Pearson, Spearman, KLD or BC) supports relationship"
Saliva|Fusobacteria-Fusobacteriales,Saliva,Fusobacteria-Fusobacteriales,Hard_palate|Fusobacteria-Fusobacteriales,Hard-palate,Fusobacteria-Fusobacteriales,"0,0454094722","0,47652983",None,None,None,None,None,None,"4,03E-13","7,36E-05","8,45E-15","0,565323","0,358661",copresence,copresence,nan,nan,nan,nan,nan,nan,"4,03E-12","2,17E-12","9,32E-10",4,4,1,,1,
Saliva|Fusobacteria-Fusobacteriales,Saliva,Fusobacteria-Fusobacteriales,Throat|Fusobacteriales-Fusobacteriaceae,Throat,Fusobacteriales-Fusobacteriaceae,"0,051924778",None,None,None,None,None,None,None,"1,24E-37",None,"5,71E-37","0,166354",NA,copresence,nan,nan,nan,nan,nan,nan,nan,"1,24E-36","1,21E-33","3,08E-33",2,2,0,,,
Saliva|Fusobacteria-Fusobacteriales,Saliva,Fusobacteria-Fusobacteriales,Tongue_dorsum|Fusobacteria-Fusobacteriales,Tongue-dorsum,Fusobacteria-Fusobacteriales,"0,0430603587","0,2521482471",None,None,None,None,None,None,"2,37E-27","1,78E-05","3,60E-29","0,300374","0,380155",copresence,mutualExclusion,nan,nan,nan,nan,nan,nan,"2,37E-26","4,80E-26","3,03E-23",4,2,1,,,
Saliva|Fusobacteria-Fusobacteriales,Saliva,Fusobacteria-Fusobacteriales,Hard_palate|Fusobacteriaceae-Fusobacterium,Hard-palate,Fusobacteriaceae-Fusobacterium,"0,0179336283","0,2837847473",None,None,None,None,None,None,"4,42E-35","0,000193325","6,00E-36","0,319853","0,375523",copresence,copresence,nan,nan,nan,nan,nan,nan,"4,42E-34","1,19E-32","9,24E-31",4,4,0,,,
Saliva|Fusobacteria-Fusobacteriales,Saliva,Fusobacteria-Fusobacteriales,Saliva|Flavobacteria-Flavobacteriales,Saliva,Flavobacteria-Flavobacteriales,None,None,None,None,None,None,None,None,"6,54E-12","1,19E-05","2,97E-15","0,156912","0,0531154",nan,nan,nan,nan,nan,nan,nan,nan,"6,54E-11","8,23E-13","1,26E-08",2,2,,1,,0
Saliva|Fusobacteria-Fusobacteriales,Saliva,Fusobacteria-Fusobacteriales,Tongue_dorsum|Fusobacteriales-Fusobacteriaceae,Tongue-dorsum,Fusobacteriales-Fusobacteriaceae,"0,0210052439","0,3943672899",None,None,None,None,None,None,None,"2,80E-08","6,24E-08",NA,"0,0644682",copresence,mutualExclusion,nan,nan,nan,nan,nan,nan,"2,80E-07","5,63E-06","2,80E-05",3,1,,0,,1
Saliva|Fusobacteria-Fusobacteriales,Saliva,Fusobacteria-Fusobacteriales,Saliva|Bacteria-Firmicutes,Saliva,Bacteria-Firmicutes,"0,0034154334","8,23E-05",None,None,None,None,None,None,None,None,"4,52E-06",NA,NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,0008228331","0,0002709351","0,0338942532",2,-2,,1,0,
Saliva|Fusobacteria-Fusobacteriales,Saliva,Fusobacteria-Fusobacteriales,Tongue_dorsum|Lactobacillales-Streptococcaceae,Tongue-dorsum,Lactobacillales-Streptococcaceae,"0,0001658795","2,05E-13",None,None,None,None,None,None,None,None,"1,32E-15",NA,NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"2,05E-12","3,84E-13","4,91E-10",2,-2,,0,,
Saliva|Fusobacteria-Fusobacteriales,Saliva,Fusobacteria-Fusobacteriales,Hard_palate|IncertaeSedisXI-Parvimonas,Hard-palate,IncertaeSedisXI-Parvimonas,None,None,None,None,None,None,None,None,"4,42E-35","1,73E-05","6,95E-38","0,0230915","0,0153121",nan,nan,nan,nan,nan,nan,nan,nan,"4,42E-34","1,54E-34","9,24E-31",2,2,,,1,0
Saliva|Fusobacteria-Fusobacteriales,Saliva,Fusobacteria-Fusobacteriales,Tongue_dorsum|Peptostreptococcaceae-Filifactor,Tongue-dorsum,Peptostreptococcaceae-Filifactor,None,None,None,None,None,None,None,None,"2,93E-05","1,34E-05","8,92E-09","0,648029","0,00367631",nan,nan,nan,nan,nan,nan,nan,nan,"0,000134276","9,33E-07","0,0072461884",2,2,,,,
Saliva|Fusobacteria-Fusobacteriales,Saliva,Fusobacteria-Fusobacteriales,Saliva|Flavobacteriaceae-Capnocytophaga,Saliva,Flavobacteriaceae-Capnocytophaga,None,None,None,None,None,None,None,None,"3,03E-15","0,00184118","2,27E-16","0,319108","0,0690291",nan,nan,nan,nan,nan,nan,nan,nan,"3,03E-14","7,20E-14","9,12E-12",2,2,,1,,
Saliva|Fusobacteria-Fusobacteriales,Saliva,Fusobacteria-Fusobacteriales,Hard_palate|Peptostreptococcaceae-Filifactor,Hard-palate,Peptostreptococcaceae-Filifactor,None,None,None,None,None,None,None,None,"0,00744251","1,73E-05","2,17E-06","0,277852","0,039378",nan,nan,nan,nan,nan,nan,nan,nan,"0,000172796","0,00014142","0,0089597538",2,2,,0,,
Saliva|Fusobacteria-Fusobacteriales,Saliva,Fusobacteria-Fusobacteriales,Tongue_dorsum|Fusobacteriaceae-Fusobacterium,Tongue-dorsum,Fusobacteriaceae-Fusobacterium,"0,0215935574","0,3946755078",None,None,None,None,None,None,None,"2,05E-05","2,40E-05",NA,"0,0643759",copresence,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,000205063","0,0011633217","0,0103728507",3,1,,,,1
Supragingival_plaque|Veillonellaceae-unclassified,Supragingival-plaque,Veillonellaceae-unclassified,Supragingival_plaque|Veillonellaceae-Selenomonas,Supragingival-plaque,Veillonellaceae-Selenomonas,"0,0017120278","0,0369411301",None,None,"0,0011505652","0,0071472535",None,None,"4,58E-23","0,00951463","5,63E-27","0,211621","0,316939",copresence,copresence,nan,nan,copresence,copresence,nan,nan,"4,58E-22","6,01E-24","3,81E-19",6,6,,1,,
Supragingival_plaque|Veillonellaceae-unclassified,Supragingival-plaque,Veillonellaceae-unclassified,Supragingival_plaque|Firmicutes-Bacilli,Supragingival-plaque,Firmicutes-Bacilli,"0,0006572646","8,83E-05",None,None,None,None,None,None,None,None,"1,03E-06",NA,NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,0008832031","7,22E-05","0,0359803848",2,-2,,,0,
Supragingival_plaque|Veillonellaceae-unclassified,Supragingival-plaque,Veillonellaceae-unclassified,Supragingival_plaque|Veillonellaceae-Centipeda,Supragingival-plaque,Veillonellaceae-Centipeda,"0,0033202033","0,0320972352",None,None,"0,001755957","0,0020546524",None,None,"4,58E-23",None,"2,22E-26","0,125684",NA,copresence,copresence,nan,nan,copresence,copresence,nan,nan,"4,58E-22","2,15E-23","3,81E-19",5,5,,,1,
Supragingival_plaque|Veillonellaceae-unclassified,Supragingival-plaque,Veillonellaceae-unclassified,Supragingival_plaque|Clostridiales-Lachnospiraceae,Supragingival-plaque,Clostridiales-Lachnospiraceae,"0,0307160835",None,None,None,"0,0129097944",None,None,None,"4,58E-23",None,"3,30E-23","0,0628049",NA,copresence,nan,nan,nan,copresence,nan,nan,nan,"4,58E-22","2,45E-20","3,81E-19",3,3,,,,
Supragingival_plaque|Veillonellaceae-unclassified,Supragingival-plaque,Veillonellaceae-unclassified,Subgingival_plaque|Veillonellaceae-unclassified,Subgingival-plaque,Veillonellaceae-unclassified,None,None,None,None,"0,0476092456",None,None,None,"1,59E-06",None,"1,32E-06","0,108129",NA,nan,nan,nan,nan,copresence,nan,nan,nan,"1,59E-05","8,99E-05","0,0010951612",2,2,1,0,,
Supragingival_plaque|Veillonellaceae-unclassified,Supragingival-plaque,Veillonellaceae-unclassified,Supragingival_plaque|Streptococcaceae-Streptococcus,Supragingival-plaque,Streptococcaceae-Streptococcus,"0,0006783614","8,31E-05",None,None,None,None,None,None,None,None,"9,97E-07",NA,NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,0008308159","7,04E-05","0,0341883334",2,-2,0,1,0,
Supragingival_plaque|Veillonellaceae-unclassified,Supragingival-plaque,Veillonellaceae-unclassified,Supragingival_plaque|Lactobacillales-Streptococcaceae,Supragingival-plaque,Lactobacillales-Streptococcaceae,"0,0006452391","5,52E-05",None,None,None,None,None,None,None,None,"6,46E-07",NA,NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,0005518753","4,76E-05","0,024201162",2,-2,,,,
Supragingival_plaque|Veillonellaceae-unclassified,Supragingival-plaque,Veillonellaceae-unclassified,Supragingival_plaque|Porphyromonadaceae-Tannerella,Supragingival-plaque,Porphyromonadaceae-Tannerella,"0,0122460986",None,None,None,"0,0136908633",None,None,None,"5,40E-06",None,"2,16E-07","0,0401769",NA,copresence,nan,nan,nan,copresence,nan,nan,nan,"5,40E-05","1,75E-05","0,0032606247",3,3,,,1,
Supragingival_plaque|Veillonellaceae-unclassified,Supragingival-plaque,Veillonellaceae-unclassified,Supragingival_plaque|Micrococcaceae-Rothia,Supragingival-plaque,Micrococcaceae-Rothia,None,None,None,None,"0,0100164784",None,None,None,"4,58E-23",None,"2,62E-23","-0,0461656",NA,nan,nan,nan,nan,mutualExclusion,nan,nan,nan,"4,58E-22","1,96E-20","3,81E-19",2,-2,,,,
Supragingival_plaque|Veillonellaceae-unclassified,Supragingival-plaque,Veillonellaceae-unclassified,Supragingival_plaque|Bacteroidales-Prevotellaceae,Supragingival-plaque,Bacteroidales-Prevotellaceae,"0,0141513252","0,0911306979",None,None,"0,0184900159",None,None,None,"2,61E-08",None,"2,57E-09","0,133689",NA,copresence,copresence,nan,nan,copresence,nan,nan,nan,"2,61E-07","2,98E-07","2,62E-05",4,4,,,,
Supragingival_plaque|Veillonellaceae-unclassified,Supragingival-plaque,Veillonellaceae-unclassified,Supragingival_plaque|Bacilli-Lactobacillales,Supragingival-plaque,Bacilli-Lactobacillales,"0,0006160094","7,46E-05",None,None,None,None,None,None,None,None,"8,22E-07",NA,NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,000745679","5,91E-05","0,0312531364",2,-2,,,0,
Supragingival_plaque|Veillonellaceae-unclassified,Supragingival-plaque,Veillonellaceae-unclassified,Supragingival_plaque|Fusobacteria-Fusobacteriales,Supragingival-plaque,Fusobacteria-Fusobacteriales,"0,0196107964",None,None,None,None,None,None,None,"4,58E-23",None,"5,06E-23","0,121424",NA,copresence,nan,nan,nan,nan,nan,nan,nan,"4,58E-22","3,65E-20","3,81E-19",2,2,,,1,
Supragingival_plaque|Veillonellaceae-unclassified,Supragingival-plaque,Veillonellaceae-unclassified,Supragingival_plaque|Bacteroidia-Bacteroidales,Supragingival-plaque,Bacteroidia-Bacteroidales,"0,0204094315","0,1018802318",None,None,"0,0304555494",None,None,None,"4,58E-23",None,"1,16E-22","0,393196",NA,copresence,copresence,nan,nan,copresence,nan,nan,nan,"4,58E-22","8,04E-20","3,81E-19",4,4,,,,
Supragingival_plaque|Veillonellaceae-unclassified,Supragingival-plaque,Veillonellaceae-unclassified,Saliva|Leptotrichiaceae-Streptobacillus,Saliva,Leptotrichiaceae-Streptobacillus,None,None,None,None,None,None,None,None,"9,18E-06","0,00625736","1,02E-06","0,0113963","0,172952",nan,nan,nan,nan,nan,nan,nan,nan,"9,18E-05","7,15E-05","0,005202717",2,2,,0,,0
Palatine_Tonsils|Burkholderiales-unclassified,Palatine-Tonsils,Burkholderiales-unclassified,Palatine_Tonsils|Comamonadaceae-unclassified,Palatine-Tonsils,Comamonadaceae-unclassified,None,None,None,None,None,None,None,None,"6,54E-05","1,15E-05","1,66E-08","0,310138","1,15597",nan,nan,nan,nan,nan,nan,nan,nan,"0,000115063","1,65E-06","0,0063355049",2,2,,1,,
Palatine_Tonsils|Burkholderiales-unclassified,Palatine-Tonsils,Burkholderiales-unclassified,Hard_palate|Burkholderiales-unclassified,Hard-palate,Burkholderiales-unclassified,None,None,None,None,None,"0,4056502709",None,None,"0,000114485",None,"0,0005097968","0,197398",NA,nan,nan,nan,nan,nan,copresence,nan,nan,"0,00114485","0,0153687369","0,0448933359",2,2,1,0,,1
Saliva|Pasteurellaceae-Haemophilus,Saliva,Pasteurellaceae-Haemophilus,Saliva|Pasteurellaceae-unclassified,Saliva,Pasteurellaceae-unclassified,None,None,None,None,None,None,None,None,"1,11E-10","0,000105915","3,89E-13","0,309665","0,289525",nan,nan,nan,nan,nan,nan,nan,nan,"1,11E-09","8,31E-11","1,76E-07",2,2,0,1,,0
Stool|Veillonellaceae-Dialister,Stool,Veillonellaceae-Dialister,Stool|Veillonellaceae-Phascolarctobacterium,Stool,Veillonellaceae-Phascolarctobacterium,"0,0251860492",None,None,"6,02E-06","0,0134220031",None,None,"2,86E-06",None,None,"3,74E-11",NA,NA,mutualExclusion,nan,nan,mutualExclusion,mutualExclusion,nan,nan,mutualExclusion,"2,86E-05","6,04E-09","0,0018587311",4,-4,,,0,1
Subgingival_plaque|Clostridiales-Veillonellaceae,Subgingival-plaque,Clostridiales-Veillonellaceae,Supragingival_plaque|Coriobacteriaceae-Atopobium,Supragingival-plaque,Coriobacteriaceae-Atopobium,None,None,None,None,None,None,None,None,"2,17E-09","6,17E-05","4,10E-12","0,00971352","0,0827729",nan,nan,nan,nan,nan,nan,nan,nan,"2,17E-08","7,63E-10","2,68E-06",2,2,,0,1,0
Subgingival_plaque|Clostridiales-Veillonellaceae,Subgingival-plaque,Clostridiales-Veillonellaceae,Subgingival_plaque|Propionibacteriaceae-unclassified,Subgingival-plaque,Propionibacteriaceae-unclassified,None,None,None,None,None,None,None,None,"1,95E-05","0,0225217","6,86E-06","-0,0276702","-0,00856084",nan,nan,nan,nan,nan,nan,nan,nan,"0,000194742","0,0003895269","0,0099290588",2,-2,,1,,
Subgingival_plaque|Clostridiales-Veillonellaceae,Subgingival-plaque,Clostridiales-Veillonellaceae,Subgingival_plaque|Bacteria-Proteobacteria,Subgingival-plaque,Bacteria-Proteobacteria,None,None,None,None,None,None,None,None,"1,95E-05","0,0225217","6,86E-06","-0,328524","-0,0374518",nan,nan,nan,nan,nan,nan,nan,nan,"0,000194742","0,0003895269","0,0099290588",2,-2,,,,
Subgingival_plaque|Clostridiales-Veillonellaceae,Subgingival-plaque,Clostridiales-Veillonellaceae,Supragingival_plaque|Clostridia-Clostridiales,Supragingival-plaque,Clostridia-Clostridiales,None,None,None,None,"0,0611839049",None,None,None,"1,31E-05","6,17E-05","1,52E-08","0,0661085","0,285824",nan,nan,nan,nan,copresence,nan,nan,nan,"0,000131342","1,52E-06","0,007106915",3,3,,0,,1
Subgingival_plaque|Clostridiales-Veillonellaceae,Subgingival-plaque,Clostridiales-Veillonellaceae,Subgingival_plaque|Actinomycetales-Micrococcaceae,Subgingival-plaque,Actinomycetales-Micrococcaceae,None,None,None,None,None,None,None,None,"1,95E-05","0,0225217","6,86E-06","-0,092452","-0,0534711",nan,nan,nan,nan,nan,nan,nan,nan,"0,000194742","0,0003895269","0,0099290588",2,-2,,1,,0
Subgingival_plaque|Clostridiales-Veillonellaceae,Subgingival-plaque,Clostridiales-Veillonellaceae,Supragingival_plaque|Clostridiales-Veillonellaceae,Supragingival-plaque,Clostridiales-Veillonellaceae,None,None,None,None,"0,0527360836",None,None,None,"2,17E-09","6,17E-05","3,98E-12","0,223155","0,242375",nan,nan,nan,nan,copresence,nan,nan,nan,"2,17E-08","7,42E-10","2,68E-06",3,3,1,0,,1
Subgingival_plaque|Clostridiales-Veillonellaceae,Subgingival-plaque,Clostridiales-Veillonellaceae,Saliva|Bacteria-unclassified,Saliva,Bacteria-unclassified,None,None,None,None,None,None,None,None,"0,000114741","0,00359488","6,48E-06","-0,0264844","-0,0598454",nan,nan,nan,nan,nan,nan,nan,nan,"0,00114741","0,0003710221","0,0449353437",2,-2,0,,,0
Subgingival_plaque|Clostridiales-Veillonellaceae,Subgingival-plaque,Clostridiales-Veillonellaceae,Subgingival_plaque|Flavobacteriaceae-unclassified,Subgingival-plaque,Flavobacteriaceae-unclassified,None,None,None,None,None,None,None,None,"1,95E-05","0,0225217","6,86E-06","-0,0975089","-0,0359702",nan,nan,nan,nan,nan,nan,nan,nan,"0,000194742","0,0003895269","0,0099290588",2,-2,,1,,
Subgingival_plaque|Clostridiales-Veillonellaceae,Subgingival-plaque,Clostridiales-Veillonellaceae,Subgingival_plaque|Coriobacteriaceae-Atopobium,Subgingival-plaque,Coriobacteriaceae-Atopobium,None,None,None,None,None,None,None,None,"1,95E-05","0,0225217","6,86E-06","0,00760057","0,0532527",nan,nan,nan,nan,nan,nan,nan,nan,"0,000194742","0,0003895269","0,0099290588",2,2,,,,
Subgingival_plaque|Clostridiales-Veillonellaceae,Subgingival-plaque,Clostridiales-Veillonellaceae,Supragingival_plaque|Firmicutes-Clostridia,Supragingival-plaque,Firmicutes-Clostridia,None,None,None,None,"0,0607183711",None,None,None,"9,64E-08",None,"1,17E-07","0,0639401",NA,nan,nan,nan,nan,copresence,nan,nan,nan,"9,64E-07","1,00E-05","8,68E-05",2,2,,0,,1
Subgingival_plaque|Clostridiales-Veillonellaceae,Subgingival-plaque,Clostridiales-Veillonellaceae,Supragingival_plaque|Pasteurellales-Pasteurellaceae,Supragingival-plaque,Pasteurellales-Pasteurellaceae,None,None,None,None,None,None,None,None,"4,78E-24","6,17E-05","1,90E-26","-0,0493118","-0,133625",nan,nan,nan,nan,nan,nan,nan,nan,"4,78E-23","1,86E-23","4,27E-20",2,-2,,,,0
Subgingival_plaque|Clostridiales-Veillonellaceae,Subgingival-plaque,Clostridiales-Veillonellaceae,Supragingival_plaque|Veillonellaceae-Veillonella,Supragingival-plaque,Veillonellaceae-Veillonella,None,None,None,None,"0,0560488906",None,None,None,"2,17E-09","6,17E-05","4,21E-12","0,187203","0,0343476",nan,nan,nan,nan,copresence,nan,nan,nan,"2,17E-08","7,83E-10","2,68E-06",3,3,,,,1
Subgingival_plaque|Clostridiales-Veillonellaceae,Subgingival-plaque,Clostridiales-Veillonellaceae,Subgingival_plaque|Neisseriaceae-Neisseria,Subgingival-plaque,Neisseriaceae-Neisseria,None,None,None,None,None,None,None,None,"1,95E-05","0,0225217","6,86E-06","-0,0130082","-0,0422435",nan,nan,nan,nan,nan,nan,nan,nan,"0,000194742","0,0003895269","0,0099290588",2,-2,,1,,0
Subgingival_plaque|Clostridiales-Veillonellaceae,Subgingival-plaque,Clostridiales-Veillonellaceae,Subgingival_plaque|Proteobacteria-Betaproteobacteria,Subgingival-plaque,Proteobacteria-Betaproteobacteria,None,None,None,None,None,None,None,None,"1,95E-05","0,0225217","6,86E-06","-0,0664574","-0,0602219",nan,nan,nan,nan,nan,nan,nan,nan,"0,000194742","0,0003895269","0,0099290588",2,-2,,,,
Subgingival_plaque|Clostridiales-Veillonellaceae,Subgingival-plaque,Clostridiales-Veillonellaceae,Subgingival_plaque|Burkholderiales-Comamonadaceae,Subgingival-plaque,Burkholderiales-Comamonadaceae,None,None,None,None,None,None,None,None,"1,95E-05","0,0225217","6,86E-06","-0,00411439","-0,0252553",nan,nan,nan,nan,nan,nan,nan,nan,"0,000194742","0,0003895269","0,0099290588",2,-2,,,,
Subgingival_plaque|Clostridiales-Veillonellaceae,Subgingival-plaque,Clostridiales-Veillonellaceae,Supragingival_plaque|Proteobacteria-Gammaproteobacteria,Supragingival-plaque,Proteobacteria-Gammaproteobacteria,None,None,None,None,None,None,None,None,"1,80E-19","1,02E-08","1,15E-25","-0,0520735","-0,040237",nan,nan,nan,nan,nan,nan,nan,nan,"1,80E-18","1,02E-22","9,56E-16",2,-2,,0,,
Subgingival_plaque|Clostridiales-Veillonellaceae,Subgingival-plaque,Clostridiales-Veillonellaceae,Subgingival_plaque|Actinomycetales-Propionibacteriaceae,Subgingival-plaque,Actinomycetales-Propionibacteriaceae,None,None,None,None,None,None,None,None,"1,95E-05","0,0225217","6,86E-06","-0,0223097","-0,0328481",nan,nan,nan,nan,nan,nan,nan,nan,"0,000194742","0,0003895269","0,0099290588",2,-2,,1,,
Stool|Veillonellaceae-unclassified,Stool,Veillonellaceae-unclassified,Stool|Prevotellaceae-unclassified,Stool,Prevotellaceae-unclassified,None,None,None,None,None,None,None,None,"4,09E-05","3,51E-08","4,06E-11","-0,0869324","-0,0206943",nan,nan,nan,nan,nan,nan,nan,nan,"3,51E-07","6,51E-09","3,44E-05",2,-2,,,,
Hard_palate|Streptococcaceae-Streptococcus,Hard-palate,Streptococcaceae-Streptococcus,Keratinized_gingiva|Firmicutes-Bacilli,Keratinized-gingiva,Firmicutes-Bacilli,None,None,"2,97E-09","1,73E-16",None,None,None,None,None,None,"2,92E-23",NA,NA,nan,nan,copresence,copresence,nan,nan,nan,nan,"1,73E-15","2,18E-20","6,07E-13",2,2,,0,0,1
Hard_palate|Streptococcaceae-Streptococcus,Hard-palate,Streptococcaceae-Streptococcus,Buccal_mucosa|Lactobacillales-Streptococcaceae,Buccal-mucosa,Lactobacillales-Streptococcaceae,None,None,"1,11E-14","2,15E-14",None,None,None,None,None,"0,0149498","8,43E-27",NA,"0,366053",nan,nan,copresence,copresence,nan,nan,nan,nan,"1,07E-13","8,95E-24","2,96E-11",3,3,,,1,
Hard_palate|Streptococcaceae-Streptococcus,Hard-palate,Streptococcaceae-Streptococcus,Tongue_dorsum|Bacteria-Firmicutes,Tongue-dorsum,Bacteria-Firmicutes,None,None,"4,68E-13","1,52E-23",None,None,None,None,None,None,"5,81E-34",NA,NA,nan,nan,copresence,copresence,nan,nan,nan,nan,"1,52E-22","9,88E-31","1,31E-19",2,2,,,0,
Hard_palate|Streptococcaceae-Streptococcus,Hard-palate,Streptococcaceae-Streptococcus,Keratinized_gingiva|Bacilli-Lactobacillales,Keratinized-gingiva,Bacilli-Lactobacillales,None,None,"6,49E-09","4,89E-17",None,None,None,None,"0,00059038",None,"3,94E-25","0,327005",NA,nan,nan,copresence,copresence,nan,nan,nan,nan,"4,89E-16","3,34E-22","1,84E-13",3,3,,,1,
Hard_palate|Streptococcaceae-Streptococcus,Hard-palate,Streptococcaceae-Streptococcus,Keratinized_gingiva|Bacteria-Firmicutes,Keratinized-gingiva,Bacteria-Firmicutes,None,None,"2,11E-14","2,03E-22",None,None,None,None,None,None,"3,53E-34",NA,NA,nan,nan,copresence,copresence,nan,nan,nan,nan,"2,03E-21","6,03E-31","1,57E-18",2,2,,,0,
Hard_palate|Streptococcaceae-Streptococcus,Hard-palate,Streptococcaceae-Streptococcus,Hard_palate|Bacteria-Proteobacteria,Hard-palate,Bacteria-Proteobacteria,None,"0,0419729034",None,None,None,None,None,None,None,"3,93E-09","3,88E-09",NA,"-0,184137",nan,mutualExclusion,nan,nan,nan,nan,nan,nan,"3,93E-08","4,35E-07","4,58E-06",2,-2,,1,1,
Hard_palate|Streptococcaceae-Streptococcus,Hard-palate,Streptococcaceae-Streptococcus,Buccal_mucosa|Bacteria-Firmicutes,Buccal-mucosa,Bacteria-Firmicutes,None,None,"8,99E-07","2,24E-12",None,None,None,"0,0001103039",None,"0,0149498","9,23E-20",NA,"0,0583101",nan,nan,copresence,copresence,nan,nan,nan,copresence,"2,24E-11","4,58E-17","4,70E-09",4,4,,0,,
Hard_palate|Streptococcaceae-Streptococcus,Hard-palate,Streptococcaceae-Streptococcus,Hard_palate|Fusobacteria-Fusobacteriales,Hard-palate,Fusobacteria-Fusobacteriales,"0,0008639445","0,0003321267",None,None,"0,0116799247","0,0034785641",None,None,None,"3,93E-09","8,22E-15",NA,"-0,065141",mutualExclusion,mutualExclusion,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"3,93E-08","2,11E-12","4,58E-06",5,-5,,1,,
Hard_palate|Streptococcaceae-Streptococcus,Hard-palate,Streptococcaceae-Streptococcus,Hard_palate|Clostridiales-Lachnospiraceae,Hard-palate,Clostridiales-Lachnospiraceae,"0,0018036783","0,0001316201",None,None,"0,0045284359","0,0006034233",None,None,None,"3,93E-09","5,85E-16",NA,"-0,093807",mutualExclusion,mutualExclusion,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"3,93E-08","1,78E-13","4,58E-06",5,-5,,,,
Hard_palate|Streptococcaceae-Streptococcus,Hard-palate,Streptococcaceae-Streptococcus,Buccal_mucosa|Bacilli-Lactobacillales,Buccal-mucosa,Bacilli-Lactobacillales,None,None,"3,73E-09","2,75E-12",None,None,None,"1,13E-06",None,None,"2,13E-23",NA,NA,nan,nan,copresence,copresence,nan,nan,nan,copresence,"2,75E-11","1,62E-20","5,72E-09",3,3,,0,0,
